Actual values,Predicted values
"[25.075000762939453, 24.233999252319336, 24.29199981689453, 24.159000396728516, 24.426000595092773, 24.195999145507812, 24.16200065612793, 24.16200065612793, 24.048999786376953, 24.094999313354492, 24.22599983215332, 24.465999603271484, 24.08099937438965, 24.60700035095215, 24.509000778198242, 24.329999923706055, 24.163999557495117]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.075000762939453, 24.233999252319336, 24.29199981689453, 24.159000396728516, 24.426000595092773, 24.195999145507812, 24.16200065612793, 24.38800048828125, 24.048999786376953, 24.094999313354492, 24.22599983215332, 24.465999603271484, 24.378000259399414, 24.60700035095215, 24.509000778198242, 24.329999923706055, 24.163999557495117]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.045000076293945, 24.233999252319336, 24.29199981689453, 24.159000396728516, 24.426000595092773, 24.195999145507812, 24.16200065612793, 24.38800048828125, 24.048999786376953, 24.094999313354492, 24.40999984741211, 24.465999603271484, 24.378000259399414, 24.60700035095215, 24.509000778198242, 24.329999923706055, 24.163999557495117]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.045000076293945, 24.233999252319336, 24.29199981689453, 24.159000396728516, 24.426000595092773, 24.323999404907227, 24.30299949645996, 24.38800048828125, 24.17799949645996, 24.124000549316406, 24.40999984741211, 24.465999603271484, 24.378000259399414, 24.60700035095215, 24.509000778198242, 24.329999923706055, 24.163999557495117]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.045000076293945, 24.233999252319336, 24.29199981689453, 24.20199966430664, 24.426000595092773, 24.323999404907227, 24.30299949645996, 24.38800048828125, 24.17799949645996, 24.124000549316406, 24.40999984741211, 24.465999603271484, 24.378000259399414, 24.5939998626709, 24.509000778198242, 24.329999923706055, 24.163999557495117]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.045000076293945, 24.347999572753906, 24.393999099731445, 24.20199966430664, 24.39900016784668, 24.323999404907227, 24.30299949645996, 24.38800048828125, 24.17799949645996, 24.124000549316406, 24.40999984741211, 24.621000289916992, 24.378000259399414, 24.5939998626709, 24.452999114990234, 24.31599998474121, 24.207000732421875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.045000076293945, 24.347999572753906, 24.393999099731445, 24.20199966430664, 24.39900016784668, 24.323999404907227, 24.30299949645996, 24.599000930786133, 24.17799949645996, 24.124000549316406, 24.40999984741211, 24.621000289916992, 24.533000946044922, 24.5939998626709, 24.452999114990234, 24.31599998474121, 24.207000732421875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.874000549316406, 24.347999572753906, 24.393999099731445, 24.20199966430664, 24.39900016784668, 24.323999404907227, 24.30299949645996, 24.599000930786133, 24.17799949645996, 24.124000549316406, 24.40999984741211, 24.621000289916992, 24.533000946044922, 24.5939998626709, 24.452999114990234, 24.31599998474121, 24.207000732421875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.874000549316406, 24.347999572753906, 24.393999099731445, 24.20199966430664, 24.39900016784668, 24.42300033569336, 24.48699951171875, 24.599000930786133, 24.36199951171875, 24.194000244140625, 24.509000778198242, 24.621000289916992, 24.533000946044922, 24.5939998626709, 24.452999114990234, 24.31599998474121, 24.207000732421875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.874000549316406, 24.347999572753906, 24.393999099731445, 24.20199966430664, 24.39900016784668, 24.42300033569336, 24.48699951171875, 24.599000930786133, 24.36199951171875, 24.194000244140625, 24.509000778198242, 24.621000289916992, 24.533000946044922, 24.58099937438965, 24.452999114990234, 24.31599998474121, 24.207000732421875]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.874000549316406, 24.503000259399414, 24.479000091552734, 24.20199966430664, 24.39900016784668, 24.42300033569336, 24.48699951171875, 24.599000930786133, 24.36199951171875, 24.194000244140625, 24.509000778198242, 24.621000289916992, 24.533000946044922, 24.58099937438965, 24.367000579833984, 24.270999908447266, 24.26300048828125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.874000549316406, 24.503000259399414, 24.479000091552734, 24.20199966430664, 24.39900016784668, 24.42300033569336, 24.48699951171875, 24.599000930786133, 24.36199951171875, 24.194000244140625, 24.509000778198242, 24.746000289916992, 24.533000946044922, 24.58099937438965, 24.367000579833984, 24.270999908447266, 24.26300048828125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.788999557495117, 24.503000259399414, 24.479000091552734, 24.20199966430664, 24.39900016784668, 24.42300033569336, 24.48699951171875, 24.784000396728516, 24.36199951171875, 24.194000244140625, 24.509000778198242, 24.746000289916992, 24.575000762939453, 24.58099937438965, 24.367000579833984, 24.270999908447266, 24.26300048828125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.788999557495117, 24.503000259399414, 24.479000091552734, 24.20199966430664, 24.39900016784668, 24.538000106811523, 24.628999710083008, 24.784000396728516, 24.44700050354004, 24.209999084472656, 24.60700035095215, 24.746000289916992, 24.575000762939453, 24.58099937438965, 24.367000579833984, 24.270999908447266, 24.26300048828125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.788999557495117, 24.503000259399414, 24.479000091552734, 24.284000396728516, 24.39900016784668, 24.538000106811523, 24.628999710083008, 24.784000396728516, 24.44700050354004, 24.209999084472656, 24.60700035095215, 24.746000289916992, 24.575000762939453, 24.58099937438965, 24.367000579833984, 24.270999908447266, 24.26300048828125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.788999557495117, 24.614999771118164, 24.53499984741211, 24.284000396728516, 24.39900016784668, 24.538000106811523, 24.628999710083008, 24.784000396728516, 24.44700050354004, 24.209999084472656, 24.60700035095215, 24.746000289916992, 24.575000762939453, 24.551000595092773, 24.367000579833984, 24.31599998474121, 24.27899932861328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.788999557495117, 24.614999771118164, 24.53499984741211, 24.284000396728516, 24.39900016784668, 24.538000106811523, 24.628999710083008, 24.784000396728516, 24.44700050354004, 24.209999084472656, 24.60700035095215, 24.88800048828125, 24.575000762939453, 24.551000595092773, 24.367000579833984, 24.31599998474121, 24.27899932861328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.847999572753906, 24.614999771118164, 24.53499984741211, 24.284000396728516, 24.39900016784668, 24.538000106811523, 24.628999710083008, 24.826000213623047, 24.44700050354004, 24.209999084472656, 24.60700035095215, 24.88800048828125, 24.645000457763672, 24.551000595092773, 24.367000579833984, 24.31599998474121, 24.27899932861328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.847999572753906, 24.614999771118164, 24.53499984741211, 24.284000396728516, 24.39900016784668, 24.621000289916992, 24.797000885009766, 24.826000213623047, 24.44700050354004, 24.209999084472656, 24.69300079345703, 24.88800048828125, 24.645000457763672, 24.551000595092773, 24.367000579833984, 24.31599998474121, 24.27899932861328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.847999572753906, 24.614999771118164, 24.53499984741211, 24.284000396728516, 24.39900016784668, 24.621000289916992, 24.797000885009766, 24.826000213623047, 24.542999267578125, 24.29199981689453, 24.69300079345703, 24.88800048828125, 24.645000457763672, 24.551000595092773, 24.367000579833984, 24.31599998474121, 24.27899932861328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.847999572753906, 24.756999969482422, 24.648000717163086, 24.38599967956543, 24.4689998626709, 24.621000289916992, 24.797000885009766, 24.826000213623047, 24.542999267578125, 24.29199981689453, 24.69300079345703, 24.88800048828125, 24.645000457763672, 24.649999618530273, 24.479000091552734, 24.31599998474121, 24.27899932861328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.847999572753906, 24.756999969482422, 24.648000717163086, 24.38599967956543, 24.4689998626709, 24.621000289916992, 24.797000885009766, 24.826000213623047, 24.542999267578125, 24.29199981689453, 24.69300079345703, 24.96299934387207, 24.645000457763672, 24.649999618530273, 24.479000091552734, 24.356000900268555, 24.378000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[24.847999572753906, 24.756999969482422, 24.648000717163086, 24.38599967956543, 24.4689998626709, 24.621000289916992, 24.797000885009766, 24.94099998474121, 24.542999267578125, 24.29199981689453, 24.69300079345703, 24.96299934387207, 24.72800064086914, 24.649999618530273, 24.479000091552734, 24.356000900268555, 24.378000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.018999099731445, 24.756999969482422, 24.648000717163086, 24.38599967956543, 24.4689998626709, 24.621000289916992, 24.882999420166016, 24.94099998474121, 24.542999267578125, 24.29199981689453, 24.761999130249023, 24.96299934387207, 24.72800064086914, 24.649999618530273, 24.479000091552734, 24.356000900268555, 24.378000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.018999099731445, 24.756999969482422, 24.648000717163086, 24.38599967956543, 24.4689998626709, 24.719999313354492, 24.882999420166016, 24.94099998474121, 24.642000198364258, 24.406999588012695, 24.761999130249023, 24.96299934387207, 24.72800064086914, 24.649999618530273, 24.479000091552734, 24.356000900268555, 24.378000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.018999099731445, 24.756999969482422, 24.648000717163086, 24.45800018310547, 24.597000122070312, 24.719999313354492, 24.882999420166016, 24.94099998474121, 24.642000198364258, 24.406999588012695, 24.761999130249023, 24.96299934387207, 24.72800064086914, 24.777999877929688, 24.634000778198242, 24.356000900268555, 24.378000259399414]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.018999099731445, 24.868999481201172, 24.732999801635742, 24.45800018310547, 24.597000122070312, 24.719999313354492, 24.882999420166016, 24.94099998474121, 24.642000198364258, 24.406999588012695, 24.761999130249023, 25.031999588012695, 24.72800064086914, 24.777999877929688, 24.634000778198242, 24.429000854492188, 24.42099952697754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.018999099731445, 24.868999481201172, 24.732999801635742, 24.45800018310547, 24.597000122070312, 24.719999313354492, 24.882999420166016, 24.996999740600586, 24.642000198364258, 24.406999588012695, 24.761999130249023, 25.031999588012695, 24.72800064086914, 24.777999877929688, 24.634000778198242, 24.429000854492188, 24.42099952697754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.143999099731445, 24.868999481201172, 24.732999801635742, 24.45800018310547, 24.597000122070312, 24.719999313354492, 24.882999420166016, 24.996999740600586, 24.642000198364258, 24.406999588012695, 24.874000549316406, 25.031999588012695, 24.784000396728516, 24.777999877929688, 24.634000778198242, 24.429000854492188, 24.42099952697754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.143999099731445, 24.868999481201172, 24.732999801635742, 24.45800018310547, 24.597000122070312, 24.81800079345703, 24.94099998474121, 24.996999740600586, 24.72800064086914, 24.52199935913086, 24.874000549316406, 25.031999588012695, 24.784000396728516, 24.777999877929688, 24.634000778198242, 24.429000854492188, 24.42099952697754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.143999099731445, 24.868999481201172, 24.732999801635742, 24.513999938964844, 24.695999145507812, 24.81800079345703, 24.94099998474121, 24.996999740600586, 24.72800064086914, 24.52199935913086, 24.874000549316406, 25.031999588012695, 24.784000396728516, 24.87700080871582, 24.634000778198242, 24.429000854492188, 24.42099952697754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.143999099731445, 24.983999252319336, 24.802000045776367, 24.513999938964844, 24.695999145507812, 24.81800079345703, 24.94099998474121, 24.996999740600586, 24.72800064086914, 24.52199935913086, 24.874000549316406, 25.031999588012695, 24.784000396728516, 24.87700080871582, 24.761999130249023, 24.49799919128418, 24.46299934387207]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.143999099731445, 24.983999252319336, 24.802000045776367, 24.513999938964844, 24.695999145507812, 24.81800079345703, 24.94099998474121, 25.066999435424805, 24.72800064086914, 24.52199935913086, 24.874000549316406, 25.045000076293945, 24.784000396728516, 24.87700080871582, 24.761999130249023, 24.49799919128418, 24.46299934387207]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.243000030517578, 24.983999252319336, 24.802000045776367, 24.513999938964844, 24.695999145507812, 24.81800079345703, 24.94099998474121, 25.066999435424805, 24.72800064086914, 24.52199935913086, 24.874000549316406, 25.045000076293945, 24.868999481201172, 24.87700080871582, 24.761999130249023, 24.49799919128418, 24.46299934387207]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.243000030517578, 24.983999252319336, 24.802000045776367, 24.513999938964844, 24.695999145507812, 24.90399932861328, 25.01099967956543, 25.066999435424805, 24.826000213623047, 24.590999603271484, 24.948999404907227, 25.045000076293945, 24.868999481201172, 24.87700080871582, 24.761999130249023, 24.49799919128418, 24.46299934387207]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.243000030517578, 24.983999252319336, 24.802000045776367, 24.56999969482422, 24.695999145507812, 24.90399932861328, 25.01099967956543, 25.066999435424805, 24.826000213623047, 24.590999603271484, 24.948999404907227, 25.045000076293945, 24.868999481201172, 24.87700080871582, 24.761999130249023, 24.49799919128418, 24.46299934387207]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.243000030517578, 25.040000915527344, 24.915000915527344, 24.56999969482422, 24.75200080871582, 24.90399932861328, 25.01099967956543, 25.066999435424805, 24.826000213623047, 24.590999603271484, 24.948999404907227, 25.045000076293945, 24.868999481201172, 24.948999404907227, 24.80500030517578, 24.524999618530273, 24.506000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.243000030517578, 25.040000915527344, 24.915000915527344, 24.56999969482422, 24.75200080871582, 24.90399932861328, 25.01099967956543, 25.08300018310547, 24.826000213623047, 24.590999603271484, 24.948999404907227, 25.075000762939453, 24.868999481201172, 24.948999404907227, 24.80500030517578, 24.524999618530273, 24.506000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.200000762939453, 25.040000915527344, 24.915000915527344, 24.56999969482422, 24.75200080871582, 24.90399932861328, 25.01099967956543, 25.08300018310547, 24.826000213623047, 24.590999603271484, 24.948999404907227, 25.075000762939453, 24.91200065612793, 24.948999404907227, 24.80500030517578, 24.524999618530273, 24.506000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.200000762939453, 25.040000915527344, 24.915000915527344, 24.56999969482422, 24.75200080871582, 24.948999404907227, 24.968000411987305, 25.08300018310547, 24.882999420166016, 24.648000717163086, 24.98900032043457, 25.075000762939453, 24.91200065612793, 24.948999404907227, 24.80500030517578, 24.524999618530273, 24.506000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.200000762939453, 25.040000915527344, 24.915000915527344, 24.639999389648438, 24.75200080871582, 24.948999404907227, 24.968000411987305, 25.08300018310547, 24.882999420166016, 24.648000717163086, 24.98900032043457, 25.075000762939453, 24.91200065612793, 24.948999404907227, 24.80500030517578, 24.524999618530273, 24.506000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.200000762939453, 25.040000915527344, 24.94700050354004, 24.639999389648438, 24.75200080871582, 24.948999404907227, 24.968000411987305, 25.08300018310547, 24.882999420166016, 24.648000717163086, 24.98900032043457, 25.075000762939453, 24.91200065612793, 25.0049991607666, 24.788999557495117, 24.524999618530273, 24.533000946044922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.200000762939453, 25.040000915527344, 24.94700050354004, 24.639999389648438, 24.75200080871582, 24.948999404907227, 24.968000411987305, 25.040000915527344, 24.882999420166016, 24.648000717163086, 24.98900032043457, 25.031999588012695, 24.91200065612793, 25.0049991607666, 24.788999557495117, 24.554000854492188, 24.533000946044922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.298999786376953, 25.040000915527344, 24.94700050354004, 24.639999389648438, 24.75200080871582, 24.948999404907227, 24.968000411987305, 25.040000915527344, 24.882999420166016, 24.648000717163086, 24.98900032043457, 25.031999588012695, 24.924999237060547, 25.0049991607666, 24.788999557495117, 24.554000854492188, 24.533000946044922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.298999786376953, 25.040000915527344, 24.94700050354004, 24.639999389648438, 24.75200080871582, 24.948999404907227, 24.968000411987305, 25.040000915527344, 24.92300033569336, 24.660999298095703, 25.031999588012695, 25.031999588012695, 24.924999237060547, 25.0049991607666, 24.788999557495117, 24.554000854492188, 24.533000946044922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.298999786376953, 25.040000915527344, 24.94700050354004, 24.6560001373291, 24.75200080871582, 24.979000091552734, 24.968000411987305, 25.040000915527344, 24.92300033569336, 24.660999298095703, 25.031999588012695, 25.031999588012695, 24.924999237060547, 25.0049991607666, 24.788999557495117, 24.554000854492188, 24.533000946044922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.298999786376953, 25.040000915527344, 24.94700050354004, 24.6560001373291, 24.652999877929688, 24.979000091552734, 24.968000411987305, 25.040000915527344, 24.92300033569336, 24.660999298095703, 25.031999588012695, 25.031999588012695, 24.924999237060547, 24.96299934387207, 24.677000045776367, 24.554000854492188, 24.533000946044922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.298999786376953, 25.040000915527344, 25.003000259399414, 24.6560001373291, 24.652999877929688, 24.979000091552734, 24.968000411987305, 25.040000915527344, 24.92300033569336, 24.660999298095703, 25.031999588012695, 25.031999588012695, 24.924999237060547, 24.96299934387207, 24.677000045776367, 24.58300018310547, 24.518999099731445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[25.298999786376953, 25.040000915527344, 25.003000259399414, 24.6560001373291, 24.652999877929688, 24.979000091552734, 24.968000411987305, 24.983999252319336, 24.92300033569336, 24.660999298095703, 25.031999588012695, 24.98900032043457, 24.924999237060547, 24.96299934387207, 24.677000045776367, 24.58300018310547, 24.518999099731445]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
