Total Topk Error Scores,Ground Values,,,,,
,,,,,,
0.57413521,0,,,,,
,,,,,,
0.578174298,1,,,,,
,,,,,,
0.414202025,0,,,,,
,,,,,,
0.303203395,1,,,,,
,,,,,,
0.662903725,0,,,,,
,,,,,,
0.664660235,0,,,,,
,,,,,,
0.782423712,0,,,,,
,,,,,,
0.745112434,0,,,,,
,,,,,,
0.128028298,1,,,,,
,,,,,,
0.192965312,1,,,,,
,,,,,,
0.211738012,1,,,,,
,,,,,,
0.741216663,0,,,,,
,,,,,,
0.877261723,0,,,,,
,,,,,,
0.919792434,0,,,,,
,,,,,,
0.592732836,0,,,,,
,,,,,,
0.001959475,0,,,,,
,,,,,,
-0.156021815,0,,,,,
,,,,,,
-0.219713884,1,,,,,
,,,,,,
-0.036914325,0,,,,,
,,,,,,
0.248980956,1,,,,,
,,,,,,
0.413835743,0,,,,,
,,,,,,
0.824584834,0,,,,,
,,,,,,
0.9057918,0,,,,,
,,,,,,
0.830293772,0,,,,,
,,,,,,
0.578891079,0,,,,,
,,,,,,
0.163949017,0,,,,,
,,,,,,
-0.145333516,1,,,,,
,,,,,,
0.218260555,1,,,,,
,,,,,,
0.716533444,0,,,,,
,,,,,,
1.211308958,0,,,,,
,,,,,,
1.315422713,0,,,,,
,,,,,,
1.089461093,0,,,,,
,,,,,,
0.778623195,0,,,,,
,,,,,,
0.160237864,1,,,,,
,,,,,,
0.029671665,0,,,,,
,,,,,,
0.199948033,0,,,,,
,,,,,,
0.374372994,0,,,,,
,,,,,,
0.431210078,1,,,,,
,,,,,,
0.5814161,0,,,,,
,,,,,,
0.592467306,0,,,,,
,,,,,,
0.61776963,0,,,,,
,,,,,,
0.617934106,0,,,,,
,,,,,,
0.324994363,0,,,,,
,,,,,,
0.039099082,0,,,,,
,,,,,,
-0.160628202,0,,,,,
,,,,,,
-0.217629763,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.268134621,1,,,,,
,,,,,,
-0.066829918,0,,,,,
,,,,,,
0.187260243,1,,,,,
,,,,,,
0.440240272,0,,,,,
,,,,,,
0.841644682,1,,,,,
,,,,,,
1.541368512,0,,,,,
,,,,,,
1.694153846,0,,,,,
,,,,,,
1.390033838,0,,,,,
,,,,,,
1.067994851,0,,,,,
,,,,,,
0.259437381,1,,,,,
,,,,,,
0.070108457,0,,,,,
,,,,,,
0.399076165,1,,,,,
,,,,,,
0.648756064,1,,,,,
,,,,,,
0.717244352,0,,,,,
,,,,,,
0.68637734,0,,,,,
,,,,,,
0.865664144,0,,,,,
,,,,,,
0.95925838,0,,,,,
,,,,,,
0.638075103,0,,,,,
,,,,,,
0.01247691,1,,,,,
,,,,,,
0.008916395,1,,,,,
,,,,,,
0.193280072,0,,,,,
,,,,,,
0.904078482,0,,,,,
,,,,,,
1.149011921,1,,,,,
,,,,,,
1.487378465,1,,,,,
,,,,,,
1.458886118,0,,,,,
,,,,,,
1.175726965,1,,,,,
,,,,,,
1.081433416,0,,,,,
,,,,,,
0.807947998,0,,,,,
,,,,,,
0.505324278,0,,,,,
,,,,,,
0.383913898,0,,,,,
,,,,,,
0.334307253,1,,,,,
,,,,,,
0.042949952,0,,,,,
,,,,,,
0.187260147,0,,,,,
,,,,,,
0.361905389,0,,,,,
,,,,,,
0.410465754,0,,,,,
,,,,,,
0.257057674,0,,,,,
,,,,,,
0.00296761,0,,,,,
,,,,,,
-0.171677633,1,,,,,
,,,,,,
-0.208278416,0,,,,,
,,,,,,
-0.074581423,0,,,,,
,,,,,,
0.058780769,0,,,,,
,,,,,,
0.112692462,0,,,,,
,,,,,,
-0.058914363,0,,,,,
,,,,,,
-0.192611356,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.149119858,0,,,,,
,,,,,,
0.743204325,1,,,,,
,,,,,,
1.314705542,1,,,,,
,,,,,,
1.724549323,0,,,,,
,,,,,,
1.459141604,1,,,,,
,,,,,,
1.235884963,0,,,,,
,,,,,,
0.652670645,0,,,,,
,,,,,,
0.416820725,1,,,,,
,,,,,,
0.474371984,1,,,,,
,,,,,,
0.686953621,0,,,,,
,,,,,,
1.313232033,0,,,,,
,,,,,,
1.469154341,0,,,,,
,,,,,,
1.197479276,0,,,,,
,,,,,,
0.867243746,0,,,,,
,,,,,,
0.240477697,0,,,,,
,,,,,,
-0.169341026,1,,,,,
,,,,,,
-0.093654231,1,,,,,
,,,,,,
0.864081771,0,,,,,
,,,,,,
1.771489327,0,,,,,
,,,,,,
2.20138982,1,,,,,
,,,,,,
2.153888926,1,,,,,
,,,,,,
1.937777543,1,,,,,
,,,,,,
1.67871926,0,,,,,
,,,,,,
1.248866158,0,,,,,
,,,,,,
1.277526999,1,,,,,
,,,,,,
0.966755783,1,,,,,
,,,,,,
0.649890686,1,,,,,
,,,,,,
0.739498519,0,,,,,
,,,,,,
0.687225535,1,,,,,
,,,,,,
0.922527513,0,,,,,
,,,,,,
0.952289417,0,,,,,
,,,,,,
0.923178855,1,,,,,
,,,,,,
0.782735154,0,,,,,
,,,,,,
0.624063667,0,,,,,
,,,,,,
0.492200303,0,,,,,
,,,,,,
0.328136844,0,,,,,
,,,,,,
0.201083438,0,,,,,
,,,,,,
-0.034830086,0,,,,,
,,,,,,
-0.18400341,1,,,,,
,,,,,,
-0.230443093,1,,,,,
,,,,,,
-0.063255355,0,,,,,
,,,,,,
0.162867191,1,,,,,
,,,,,,
0.878333445,1,,,,,
,,,,,,
1.636053202,0,,,,,
,,,,,,
1.877457343,1,,,,,
,,,,,,
1.919363235,1,,,,,
,,,,,,
1.555739539,1,,,,,
,,,,,,
1.619073485,0,,,,,
,,,,,,
1.622467767,0,,,,,
,,,,,,
1.41584825,0,,,,,
,,,,,,
1.080719468,0,,,,,
,,,,,,
0.535781031,0,,,,,
,,,,,,
-0.020937531,0,,,,,
,,,,,,
-0.20130645,0,,,,,
,,,,,,
-0.230443081,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.268658742,1,,,,,
,,,,,,
-0.096587593,1,,,,,
,,,,,,
-0.078039373,1,,,,,
,,,,,,
0.358998253,0,,,,,
,,,,,,
0.833156563,0,,,,,
,,,,,,
0.964492102,1,,,,,
,,,,,,
0.817976645,0,,,,,
,,,,,,
0.574502206,1,,,,,
,,,,,,
0.204511211,1,,,,,
,,,,,,
0.743362055,0,,,,,
,,,,,,
1.55602199,0,,,,,
,,,,,,
2.055471795,0,,,,,
,,,,,,
2.126107235,0,,,,,
,,,,,,
1.640211932,0,,,,,
,,,,,,
0.910134363,0,,,,,
,,,,,,
0.112325499,1,,,,,
,,,,,,
-0.031414714,0,,,,,
,,,,,,
0.126758502,1,,,,,
,,,,,,
0.377784531,1,,,,,
,,,,,,
1.09815306,0,,,,,
,,,,,,
1.963360133,1,,,,,
,,,,,,
2.929786566,0,,,,,
,,,,,,
2.64815992,0,,,,,
,,,,,,
2.354770985,1,,,,,
,,,,,,
1.46642871,1,,,,,
,,,,,,
0.578856849,0,,,,,
,,,,,,
0.396817087,0,,,,,
,,,,,,
0.361905485,0,,,,,
,,,,,,
0.410465838,0,,,,,
,,,,,,
0.257057734,0,,,,,
,,,,,,
0.00558818,1,,,,,
,,,,,,
-0.026061805,0,,,,,
,,,,,,
0.108895384,0,,,,,
,,,,,,
0.185583351,0,,,,,
,,,,,,
0.222966173,1,,,,,
,,,,,,
0.478746485,0,,,,,
,,,,,,
0.718284106,0,,,,,
,,,,,,
0.868533297,1,,,,,
,,,,,,
0.901503331,1,,,,,
,,,,,,
0.574822728,0,,,,,
,,,,,,
0.190731446,0,,,,,
,,,,,,
0.303501076,0,,,,,
,,,,,,
0.384787013,0,,,,,
,,,,,,
0.19690805,0,,,,,
,,,,,,
-0.161333828,1,,,,,
,,,,,,
-0.113806893,0,,,,,
,,,,,,
-0.13859099,1,,,,,
,,,,,,
0.366763393,0,,,,,
,,,,,,
0.674920498,1,,,,,
,,,,,,
1.022902984,0,,,,,
,,,,,,
1.136327042,1,,,,,
,,,,,,
0.822387333,0,,,,,
,,,,,,
0.587717331,0,,,,,
,,,,,,
0.358053057,0,,,,,
,,,,,,
0.297273113,0,,,,,
,,,,,,
0.277943698,1,,,,,
,,,,,,
0.003099624,0,,,,,
,,,,,,
-0.171325337,0,,,,,
,,,,,,
-0.077491654,1,,,,,
,,,,,,
0.317174082,0,,,,,
,,,,,,
0.848452584,0,,,,,
,,,,,,
1.381833003,0,,,,,
,,,,,,
1.593433175,1,,,,,
,,,,,,
1.021936401,0,,,,,
,,,,,,
0.719491963,0,,,,,
,,,,,,
0.206917996,0,,,,,
,,,,,,
0.130776655,0,,,,,
,,,,,,
0.124957916,0,,,,,
,,,,,,
-0.072544075,0,,,,,
,,,,,,
-0.196971467,0,,,,,
,,,,,,
-0.236920849,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.014690053,1,,,,,
,,,,,,
0.23918795,0,,,,,
,,,,,,
0.645889821,1,,,,,
,,,,,,
1.291252192,0,,,,,
,,,,,,
1.528240187,1,,,,,
,,,,,,
1.841177638,0,,,,,
,,,,,,
1.903078043,0,,,,,
,,,,,,
1.33325057,1,,,,,
,,,,,,
1.353317259,0,,,,,
,,,,,,
0.746283003,0,,,,,
,,,,,,
0.630770164,0,,,,,
,,,,,,
0.460563981,1,,,,,
,,,,,,
0.306093546,1,,,,,
,,,,,,
0.427551585,1,,,,,
,,,,,,
0.724066387,0,,,,,
,,,,,,
1.356741651,0,,,,,
,,,,,,
1.763315946,0,,,,,
,,,,,,
1.57916883,0,,,,,
,,,,,,
0.87248242,0,,,,,
,,,,,,
0.220621644,0,,,,,
,,,,,,
-0.177843963,0,,,,,
,,,,,,
-0.205571604,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.02651599,0,,,,,
,,,,,,
0.220787087,0,,,,,
,,,,,,
0.486006538,1,,,,,
,,,,,,
0.572329289,1,,,,,
,,,,,,
0.640444627,0,,,,,
,,,,,,
0.906734277,1,,,,,
,,,,,,
1.384388743,1,,,,,
,,,,,,
1.594585315,1,,,,,
,,,,,,
2.027848803,1,,,,,
,,,,,,
2.633849563,1,,,,,
,,,,,,
2.970231622,0,,,,,
,,,,,,
3.041248701,0,,,,,
,,,,,,
2.366952993,0,,,,,
,,,,,,
2.001357021,0,,,,,
,,,,,,
1.33239626,0,,,,,
,,,,,,
0.400490407,1,,,,,
,,,,,,
-0.111411291,1,,,,,
,,,,,,
0.078329751,0,,,,,
,,,,,,
0.725052303,0,,,,,
,,,,,,
0.906130677,0,,,,,
,,,,,,
1.035469357,0,,,,,
,,,,,,
0.699551451,1,,,,,
,,,,,,
0.236735051,0,,,,,
,,,,,,
0.291097896,1,,,,,
,,,,,,
0.48035233,0,,,,,
,,,,,,
0.728094908,0,,,,,
,,,,,,
0.954931907,0,,,,,
,,,,,,
0.903929254,0,,,,,
,,,,,,
0.431120819,0,,,,,
,,,,,,
0.180906611,1,,,,,
,,,,,,
-0.023420117,0,,,,,
,,,,,,
-0.007068131,1,,,,,
,,,,,,
0.145809316,0,,,,,
,,,,,,
0.208491532,0,,,,,
,,,,,,
0.251892166,0,,,,,
,,,,,,
0.346567525,0,,,,,
,,,,,,
0.169486887,1,,,,,
,,,,,,
0.088681804,0,,,,,
,,,,,,
0.132523837,0,,,,,
,,,,,,
0.281697162,0,,,,,
,,,,,,
0.328136844,0,,,,,
,,,,,,
0.201083438,0,,,,,
,,,,,,
-0.034830086,1,,,,,
,,,,,,
0.079374548,0,,,,,
,,,,,,
0.281668489,1,,,,,
,,,,,,
0.572737754,0,,,,,
,,,,,,
0.662988839,0,,,,,
,,,,,,
0.448708256,0,,,,,
,,,,,,
0.507282177,1,,,,,
,,,,,,
0.637761334,0,,,,,
,,,,,,
0.72677713,0,,,,,
,,,,,,
0.802230101,1,,,,,
,,,,,,
0.807414077,0,,,,,
,,,,,,
0.518429761,0,,,,,
,,,,,,
0.232274883,0,,,,,
,,,,,,
0.302365492,1,,,,,
,,,,,,
0.263573114,0,,,,,
,,,,,,
0.33404347,0,,,,,
,,,,,,
0.5574624,0,,,,,
,,,,,,
0.621076963,0,,,,,
,,,,,,
0.427856225,1,,,,,
,,,,,,
0.245286349,0,,,,,
,,,,,,
0.257016251,0,,,,,
,,,,,,
0.342810731,1,,,,,
,,,,,,
0.529276395,0,,,,,
,,,,,,
0.580683178,0,,,,,
,,,,,,
0.67449575,1,,,,,
,,,,,,
0.609764517,0,,,,,
,,,,,,
0.634208285,0,,,,,
,,,,,,
0.627094141,0,,,,,
,,,,,,
0.359995002,1,,,,,
,,,,,,
0.34613832,1,,,,,
,,,,,,
0.265453464,0,,,,,
,,,,,,
0.282575922,0,,,,,
,,,,,,
0.329095144,0,,,,,
,,,,,,
0.346567525,0,,,,,
,,,,,,
0.169486887,0,,,,,
,,,,,,
-0.032922861,1,,,,,
,,,,,,
-0.061961967,0,,,,,
,,,,,,
0.132523853,1,,,,,
,,,,,,
0.39486103,1,,,,,
,,,,,,
1.05012748,1,,,,,
,,,,,,
2.159960752,0,,,,,
,,,,,,
3.256573034,0,,,,,
,,,,,,
3.338454156,0,,,,,
,,,,,,
3.317216325,1,,,,,
,,,,,,
2.653369979,0,,,,,
,,,,,,
1.767764296,1,,,,,
,,,,,,
1.524541338,0,,,,,
,,,,,,
1.768926292,1,,,,,
,,,,,,
2.161465211,1,,,,,
,,,,,,
2.16893051,1,,,,,
,,,,,,
1.519810464,1,,,,,
,,,,,,
1.363440928,0,,,,,
,,,,,,
1.101909615,0,,,,,
,,,,,,
1.113555315,0,,,,,
,,,,,,
0.679086767,0,,,,,
,,,,,,
0.313889208,0,,,,,
,,,,,,
0.051388141,0,,,,,
,,,,,,
-0.230321791,1,,,,,
,,,,,,
-0.103389687,0,,,,,
,,,,,,
0.132523837,0,,,,,
,,,,,,
0.281697194,0,,,,,
,,,,,,
0.328136904,0,,,,,
,,,,,,
0.20108351,0,,,,,
,,,,,,
-0.034830014,0,,,,,
,,,,,,
-0.180858642,1,,,,,
,,,,,,
-0.055227204,0,,,,,
,,,,,,
0.124604675,1,,,,,
,,,,,,
0.274202377,0,,,,,
,,,,,,
0.317640557,1,,,,,
,,,,,,
0.232274971,1,,,,,
,,,,,,
0.30236558,0,,,,,
,,,,,,
0.808801471,1,,,,,
,,,,,,
0.981052901,0,,,,,
,,,,,,
1.187020444,0,,,,,
,,,,,,
0.816083129,1,,,,,
,,,,,,
0.31800546,0,,,,,
,,,,,,
0.354470902,0,,,,,
,,,,,,
0.547405461,1,,,,,
,,,,,,
0.391636808,1,,,,,
,,,,,,
0.36968167,1,,,,,
,,,,,,
0.748656449,1,,,,,
,,,,,,
1.356101957,0,,,,,
,,,,,,
1.470648619,1,,,,,
,,,,,,
1.593455118,0,,,,,
,,,,,,
1.349704118,0,,,,,
,,,,,,
1.244623372,0,,,,,
,,,,,,
1.152239759,0,,,,,
,,,,,,
0.729293641,0,,,,,
,,,,,,
0.248882091,0,,,,,
,,,,,,
-0.074352615,0,,,,,
,,,,,,
-0.180065093,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.063255414,1,,,,,
,,,,,,
0.162867073,0,,,,,
,,,,,,
0.403562672,1,,,,,
,,,,,,
0.485281377,0,,,,,
,,,,,,
0.633586269,0,,,,,
,,,,,,
0.671792092,0,,,,,
,,,,,,
0.561007057,0,,,,,
,,,,,,
0.062719212,0,,,,,
,,,,,,
-0.023028702,0,,,,,
,,,,,,
-0.196872167,0,,,,,
,,,,,,
-0.236875628,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.208278416,0,,,,,
,,,,,,
-0.074581423,0,,,,,
,,,,,,
0.055898542,1,,,,,
,,,,,,
0.141622171,0,,,,,
,,,,,,
0.112746876,0,,,,,
,,,,,,
0.185445368,1,,,,,
,,,,,,
0.074274565,0,,,,,
,,,,,,
0.03635791,0,,,,,
,,,,,,
-0.144686593,0,,,,,
,,,,,,
-0.087604181,1,,,,,
,,,,,,
-0.103123467,0,,,,,
,,,,,,
0.133166865,0,,,,,
,,,,,,
0.282575906,0,,,,,
,,,,,,
0.333288091,1,,,,,
,,,,,,
0.601676235,0,,,,,
,,,,,,
0.854711516,1,,,,,
,,,,,,
1.035816401,0,,,,,
,,,,,,
1.111882046,0,,,,,
,,,,,,
1.23133249,0,,,,,
,,,,,,
1.05372435,0,,,,,
,,,,,,
0.469357754,0,,,,,
,,,,,,
0.162950914,1,,,,,
,,,,,,
0.07486815,0,,,,,
,,,,,,
0.326840549,0,,,,,
,,,,,,
0.466001702,0,,,,,
,,,,,,
0.52958082,1,,,,,
,,,,,,
0.857935099,0,,,,,
,,,,,,
1.181357778,0,,,,,
,,,,,,
1.405058769,0,,,,,
,,,,,,
1.473568576,0,,,,,
,,,,,,
1.038949457,0,,,,,
,,,,,,
0.406031896,1,,,,,
,,,,,,
0.409003719,0,,,,,
,,,,,,
0.845688077,0,,,,,
,,,,,,
1.099906502,0,,,,,
,,,,,,
1.219067649,1,,,,,
,,,,,,
0.92060469,0,,,,,
,,,,,,
0.700460664,1,,,,,
,,,,,,
0.721095477,0,,,,,
,,,,,,
0.898193264,1,,,,,
,,,,,,
1.554057825,1,,,,,
,,,,,,
2.139543841,0,,,,,
,,,,,,
2.57555518,0,,,,,
,,,,,,
2.766629214,0,,,,,
,,,,,,
2.087344122,1,,,,,
,,,,,,
1.346827645,1,,,,,
,,,,,,
0.549049029,0,,,,,
,,,,,,
0.484088291,1,,,,,
,,,,,,
0.681288896,0,,,,,
,,,,,,
0.679265615,0,,,,,
,,,,,,
0.455631238,1,,,,,
,,,,,,
0.183789754,0,,,,,
,,,,,,
0.313091504,0,,,,,
,,,,,,
0.367340016,1,,,,,
,,,,,,
0.336890639,0,,,,,
,,,,,,
0.502839879,1,,,,,
,,,,,,
0.919928204,0,,,,,
,,,,,,
0.968222602,0,,,,,
,,,,,,
0.988064361,1,,,,,
,,,,,,
0.884900386,1,,,,,
,,,,,,
0.649856502,0,,,,,
,,,,,,
0.658025361,1,,,,,
,,,,,,
0.646860048,0,,,,,
,,,,,,
0.782692149,0,,,,,
,,,,,,
0.869614459,0,,,,,
,,,,,,
0.578240683,0,,,,,
,,,,,,
0.196892239,0,,,,,
,,,,,,
-0.017562843,0,,,,,
,,,,,,
-0.196971467,1,,,,,
,,,,,,
-0.068507114,0,,,,,
,,,,,,
0.132523773,0,,,,,
,,,,,,
0.28169713,0,,,,,
,,,,,,
0.328136824,1,,,,,
,,,,,,
0.311690325,0,,,,,
,,,,,,
0.273278809,0,,,,,
,,,,,,
0.287453054,0,,,,,
,,,,,,
0.328153608,0,,,,,
,,,,,,
0.169486934,0,,,,,
,,,,,,
-0.032922885,1,,,,,
,,,,,,
0.098223909,0,,,,,
,,,,,,
0.404564363,0,,,,,
,,,,,,
0.619676557,0,,,,,
,,,,,,
0.679265751,0,,,,,
,,,,,,
0.455631302,0,,,,,
,,,,,,
0.109341462,0,,,,,
,,,,,,
-0.14065336,0,,,,,
,,,,,,
-0.205483768,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.268134621,1,,,,,
,,,,,,
-0.066829918,0,,,,,
,,,,,,
0.18463954,1,,,,,
,,,,,,
0.366083565,0,,,,,
,,,,,,
0.557987227,0,,,,,
,,,,,,
0.620484766,0,,,,,
,,,,,,
0.53074096,0,,,,,
,,,,,,
0.073885694,0,,,,,
,,,,,,
-0.027963173,0,,,,,
,,,,,,
-0.196872191,0,,,,,
,,,,,,
-0.23687562,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.172312104,1,,,,,
,,,,,,
0.053783,0,,,,,
,,,,,,
0.428694044,1,,,,,
,,,,,,
0.708415498,1,,,,,
,,,,,,
1.140712662,1,,,,,
,,,,,,
1.705648608,0,,,,,
,,,,,,
1.755119918,0,,,,,
,,,,,,
1.386304193,1,,,,,
,,,,,,
1.046961264,0,,,,,
,,,,,,
0.55128634,0,,,,,
,,,,,,
0.696511916,0,,,,,
,,,,,,
0.717244352,1,,,,,
,,,,,,
0.5595123,0,,,,,
,,,,,,
0.445253106,1,,,,,
,,,,,,
0.727369748,0,,,,,
,,,,,,
0.98749902,1,,,,,
,,,,,,
1.066843518,0,,,,,
,,,,,,
0.970523738,0,,,,,
,,,,,,
0.496801113,0,,,,,
,,,,,,
0.185518435,0,,,,,
,,,,,,
0.009696227,0,,,,,
,,,,,,
-0.144702762,1,,,,,
,,,,,,
-0.036914325,0,,,,,
,,,,,,
0.248980956,0,,,,,
,,,,,,
0.444515269,1,,,,,
,,,,,,
0.544006845,1,,,,,
,,,,,,
0.532563248,0,,,,,
,,,,,,
0.853198453,0,,,,,
,,,,,,
1.067972717,0,,,,,
,,,,,,
0.972033777,1,,,,,
,,,,,,
0.648228624,0,,,,,
,,,,,,
0.350237204,1,,,,,
,,,,,,
0.563798317,1,,,,,
,,,,,,
1.026161732,1,,,,,
,,,,,,
1.899612705,1,,,,,
,,,,,,
2.613398473,0,,,,,
,,,,,,
2.517112315,0,,,,,
,,,,,,
2.841411027,0,,,,,
,,,,,,
2.331694551,0,,,,,
,,,,,,
1.520404663,0,,,,,
,,,,,,
0.542710758,1,,,,,
,,,,,,
0.114001457,1,,,,,
,,,,,,
0.423738987,0,,,,,
,,,,,,
0.670752944,1,,,,,
,,,,,,
1.748552157,1,,,,,
,,,,,,
1.821136435,1,,,,,
,,,,,,
2.267514693,1,,,,,
,,,,,,
2.240969784,0,,,,,
,,,,,,
1.676100082,1,,,,,
,,,,,,
1.579041256,0,,,,,
,,,,,,
0.973766512,1,,,,,
,,,,,,
0.93618397,0,,,,,
,,,,,,
0.709253737,0,,,,,
,,,,,,
0.437969363,0,,,,,
,,,,,,
0.328735695,0,,,,,
,,,,,,
0.169486946,0,,,,,
,,,,,,
-0.03292285,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.267086378,1,,,,,
,,,,,,
-0.006840574,0,,,,,
,,,,,,
0.309782634,1,,,,,
,,,,,,
0.692530195,1,,,,,
,,,,,,
1.218284841,0,,,,,
,,,,,,
1.722600127,0,,,,,
,,,,,,
1.745027092,0,,,,,
,,,,,,
1.161138842,0,,,,,
,,,,,,
0.659829789,1,,,,,
,,,,,,
0.114647224,0,,,,,
,,,,,,
0.228620648,0,,,,,
,,,,,,
0.361905469,0,,,,,
,,,,,,
0.410465786,0,,,,,
,,,,,,
0.257057698,0,,,,,
,,,,,,
0.002967538,1,,,,,
,,,,,,
-0.003263953,1,,,,,
,,,,,,
0.180420388,0,,,,,
,,,,,,
0.28169713,0,,,,,
,,,,,,
0.415323254,1,,,,,
,,,,,,
0.690388356,1,,,,,
,,,,,,
0.669594528,1,,,,,
,,,,,,
1.065427504,0,,,,,
,,,,,,
1.671477911,1,,,,,
,,,,,,
2.117945495,0,,,,,
,,,,,,
1.945905452,1,,,,,
,,,,,,
1.359868635,1,,,,,
,,,,,,
1.42531575,1,,,,,
,,,,,,
1.596712828,0,,,,,
,,,,,,
1.593608469,0,,,,,
,,,,,,
1.496830538,1,,,,,
,,,,,,
1.870453532,1,,,,,
,,,,,,
1.387646333,0,,,,,
,,,,,,
0.989101638,1,,,,,
,,,,,,
1.048904694,0,,,,,
,,,,,,
0.791045507,0,,,,,
,,,,,,
0.886004323,0,,,,,
,,,,,,
0.841931897,0,,,,,
,,,,,,
0.679572713,0,,,,,
,,,,,,
0.20482944,0,,,,,
,,,,,,
-0.14065336,0,,,,,
,,,,,,
-0.205483768,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.121061418,0,,,,,
,,,,,,
0.675726546,0,,,,,
,,,,,,
1.023514726,1,,,,,
,,,,,,
1.138897505,1,,,,,
,,,,,,
1.092087473,0,,,,,
,,,,,,
1.115657736,0,,,,,
,,,,,,
0.813293681,0,,,,,
,,,,,,
0.706945642,1,,,,,
,,,,,,
0.439612262,0,,,,,
,,,,,,
0.133166865,0,,,,,
,,,,,,
0.282575906,0,,,,,
,,,,,,
0.334860455,1,,,,,
,,,,,,
0.601553714,0,,,,,
,,,,,,
0.740174522,0,,,,,
,,,,,,
0.865945736,0,,,,,
,,,,,,
0.881612015,0,,,,,
,,,,,,
0.518429729,0,,,,,
,,,,,,
0.143518588,1,,,,,
,,,,,,
-0.131661667,0,,,,,
,,,,,,
-0.073962233,0,,,,,
,,,,,,
0.12142122,0,,,,,
,,,,,,
0.207403345,1,,,,,
,,,,,,
0.064409707,0,,,,,
,,,,,,
0.395931437,1,,,,,
,,,,,,
0.647586132,0,,,,,
,,,,,,
0.955867224,0,,,,,
,,,,,,
0.903374232,0,,,,,
,,,,,,
0.655542273,1,,,,,
,,,,,,
0.626795624,0,,,,,
,,,,,,
0.664804372,1,,,,,
,,,,,,
0.751700355,0,,,,,
,,,,,,
1.002685905,0,,,,,
,,,,,,
1.271722258,1,,,,,
,,,,,,
1.157979735,0,,,,,
,,,,,,
0.38077534,0,,,,,
,,,,,,
0.145809389,0,,,,,
,,,,,,
0.20849162,1,,,,,
,,,,,,
0.001959475,0,,,,,
,,,,,,
-0.156021815,0,,,,,
,,,,,,
-0.144686588,0,,,,,
,,,,,,
-0.087604158,0,,,,,
,,,,,,
-0.164929168,1,,,,,
,,,,,,
-0.066829902,0,,,,,
,,,,,,
0.187260259,0,,,,,
,,,,,,
0.361905485,0,,,,,
,,,,,,
0.410465838,1,,,,,
,,,,,,
0.598051495,0,,,,,
,,,,,,
0.733064571,0,,,,,
,,,,,,
0.808099243,0,,,,,
,,,,,,
0.82435833,0,,,,,
,,,,,,
0.50169982,0,,,,,
,,,,,,
0.112596583,0,,,,,
,,,,,,
-0.137083315,0,,,,,
,,,,,,
-0.205571604,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.13615309,0,,,,,
,,,,,,
0.045319799,0,,,,,
,,,,,,
0.232274883,1,,,,,
,,,,,,
0.517419519,0,,,,,
,,,,,,
1.110114746,1,,,,,
,,,,,,
1.610775027,0,,,,,
,,,,,,
1.798118553,0,,,,,
,,,,,,
1.803836553,1,,,,,
,,,,,,
1.499139809,1,,,,,
,,,,,,
0.86243576,0,,,,,
,,,,,,
0.708639496,1,,,,,
,,,,,,
1.090404561,0,,,,,
,,,,,,
1.139833272,1,,,,,
,,,,,,
1.526466136,0,,,,,
,,,,,,
1.407544685,0,,,,,
,,,,,,
1.129472941,0,,,,,
,,,,,,
0.999547025,1,,,,,
,,,,,,
1.075147005,0,,,,,
,,,,,,
0.949585517,1,,,,,
,,,,,,
0.807452273,0,,,,,
,,,,,,
0.78177023,0,,,,,
,,,,,,
0.709674181,0,,,,,
,,,,,,
